id;imie;nazwisko;dataUrodzenia;login;haslo
7408;Pawe³;MALINOWSKA;01.07.1982;haslo597408;
7409;Nikola;W£ODARCZYK;01.10.1988;haslo537409;
7410;Aneta;JAWORSKA;01.12.1992;haslo307410;
7411;Adrianna;WITKOWSKA;01.05.1973;haslo427411;
7412;Zofia;CZARNECKA;01.01.1980;haslo397412;
7413;Dorota;ADAMCZYK;01.02.1992;haslo177413;
7414;Lilianna;SZEWCZYK;01.07.1972;haslo417414;
7415;Sylwia;PAWLUK;01.08.1979;haslo387415;
7416;Jacek;SAWICKA;01.04.1976;haslo707416;
7417;Marcin;DUDEK;01.07.1972;haslo47417;
7418;Lilianna;WÓJCIK;01.12.1982;haslo407418;
7419;Irena;TOMASZEWSKA;01.07.1987;haslo217419;
7420;Martyna;NOWAKOWSKA;01.04.1981;haslo147420;
7421;Irena;NOWICKA;01.01.1995;haslo137421;
7422;Zbigniew;W£ODARCZYK;01.06.1970;haslo517422;
7423;Odetta;KUBIAK;01.06.1990;haslo607423;
7424;Julian;LIS;01.06.1975;haslo417424;
7425;Kamila;M¥CZKA;01.08.1979;haslo647425;
7426;Antonina;PAPIERZEWSKI;01.04.1976;haslo247426;
7427;Nikola;DUDEK;01.03.1984;haslo327427;
7428;Maria;JAWORSKA;01.02.1977;haslo587428;
7429;Dorota;KACZMAREK;01.06.1990;haslo607429;
7430;Wioleta;KACZMAREK;01.01.1975;haslo287430;
7431;Bernadetta;PAWLAK;01.11.1980;haslo557431;
7432;Wojciech;KUCHARSKA;01.08.1994;haslo477432;
7433;Anna;CHMIELEWSKA;01.02.1987;haslo447433;
7434;Franciszek;PAWLUK;01.01.1975;haslo387434;
7435;Szymon;SAWICKA;01.05.1983;haslo357435;
7436;Ariana;KOWALSKA;01.04.1991;haslo17436;
7437;Aneta;JAKUBOWSKA;01.06.1980;haslo97437;
7438;Maksymilian;KUCHARSKA;01.11.1985;haslo187438;
7439;Jan;WILK;01.05.1993;haslo37439;
7440;Wioleta;NOWAK;01.04.1971;haslo207440;
7441;Anna;JAWORSKA;01.04.1996;haslo467441;
7442;Gracjan;BORKOWSKA;01.04.1976;haslo307442;
7443;Bernadetta;SIKORA;01.03.1989;haslo517443;
7444;Joanna;PAWLAK;01.04.1986;haslo397444;
7445;Marcin;DUDEK;01.03.1989;haslo427445;
7446;Dominika;LEWANDOWSKA;01.12.1992;haslo447446;
7447;Leon;KRAWCZYK;01.12.1992;haslo517447;
7448;Natan;JANKOWSKA;01.10.1978;haslo377448;
7449;Pawe³;SADOWSKA;01.03.1974;haslo17449;
7450;Jacek;MALINOWSKA;01.04.1976;haslo377450;
7451;¯aneta;CHMIELEWSKA;01.12.1992;haslo417451;
7452;Leon;NOWAK;01.07.1972;haslo307452;
7453;Irena;B¥K;01.10.1983;haslo217453;
7454;Lilianna;PAW£OWSKA;01.01.1980;haslo497454;
7455;Katarzyna;SIKORA;01.09.1971;haslo57455;
7456;Izabela;DUDEK;01.04.1981;haslo217456;
7457;Leon;KORYTKOWSKI;01.10.1978;haslo87457;
7458;Krystyna;DUDA;01.03.1984;haslo277458;
7459;Wiliam;JAWORSKA;01.09.1986;haslo697459;
7460;Lucyna;PAW£OWSKA;01.04.1991;haslo147460;
7461;Agnieszka;BA£KA;01.05.1973;haslo67461;
7462;Bernadetta;ZALEWSKA;01.07.1977;haslo127462;
7463;Marcin;WILK;01.09.1976;haslo187463;
7464;Maciej;NOWAKOWSKA;01.06.1980;haslo517464;
7465;Kamila;WIECZOREK;01.12.1982;haslo47465;
7466;Jagoda;W£ODARCZYK;01.06.1980;haslo467466;
7467;Bernadetta;KRAWCZYK;01.02.1997;haslo537467;
7468;Marzena;WALCZAK;01.10.1973;haslo247468;
7469;Maria;KORYTKOWSKI;01.04.1971;haslo387469;
7470;Pawe³;OLSZEWSKA;01.11.1970;haslo127470;
7471;Andrzej;MACIEJEWSKA;01.03.1989;haslo567471;
7472;Jagoda;CHMIELEWSKA;01.10.1998;haslo687472;
7473;Anna;ZAWADZKA;01.02.1987;haslo247473;
7474;Franciszek;RUTKOWSKA;01.12.1992;haslo157474;
7475;Piotr;MICHALSKA;01.10.1998;haslo197475;
7476;Marcin;SAWICKA;01.12.1972;haslo177476;
7477;Jozue;BA£KA;01.12.1982;haslo457477;
7478;Joanna;KACZMAREK;01.04.1981;haslo607478;
7479;Petronella;TOMASZEWSKA;01.06.1970;haslo347479;
7480;Teresa;MAKOWSKA;01.06.1990;haslo347480;
7481;Sylwia;KACZMAREK;01.07.1972;haslo47481;
7482;Adrianna;WYSOCKA;01.08.1989;haslo607482;
7483;Jan;PAWLAK;01.01.1970;haslo657483;
7484;Arkadiusz;SZEWCZYK;01.03.1979;haslo397484;
7485;Petronella;TOMASZEWSKA;01.04.1991;haslo247485;
7486;Marcin;CHMIELEWSKA;01.07.1992;haslo117486;
7487;Aneta;WYSOCKA;01.11.1980;haslo117487;
7488;Zofia;MALINOWSKA;01.11.1990;haslo487488;
7489;Martyna;SZEWCZYK;01.04.1991;haslo127489;
7490;Mirella;WOJCIECHOWSKA;01.09.1976;haslo287490;
7491;Zuzanna;WITKOWSKA;01.06.1985;haslo497491;
7492;Sylwia;DUDEK;01.01.1980;haslo577492;
7493;Jozue;WRÓBLEWSKA;01.12.1992;haslo217493;
7494;Zofia;MICHALAK;01.04.1981;haslo647494;
7495;Zofia;DUDA;01.03.1989;haslo677495;
7496;Agnieszka;DUDEK;01.07.1982;haslo507496;
7497;Antoni;MACIEJEWSKA;01.09.1996;haslo107497;
7498;Jan;NOWAKOWSKA;01.10.1993;haslo207498;
7499;Martyna;BARAN;01.12.1972;haslo77499;
7500;Martyna;PAW£OWSKA;01.10.1973;haslo17500;
7501;Teresa;CZARNECKA;01.01.1990;haslo697501;
7502;Wioleta;MACIEJEWSKA;01.05.1998;haslo467502;
7503;Zofia;NOWAKOWSKA;01.10.1988;haslo67503;
7504;Lilianna;OLSZEWSKA;01.03.1979;haslo27504;
7505;Nikola;PAW£OWSKA;01.12.1982;haslo57505;
7506;Jacek;TOMASZEWSKA;01.11.1995;haslo237506;
7507;Sylwia;WRÓBLEWSKA;01.10.1983;haslo177507;
7508;Nikola;JAKUBOWSKA;01.04.1991;haslo57508;
7509;Dorota;MACIEJEWSKA;01.02.1992;haslo67509;
7510;Odetta;SZEWCZYK;01.03.1984;haslo317510;
7511;Pamela;KORYTKOWSKI;01.02.1992;haslo457511;
7512;Martyna;PIOTROWSKA;01.01.1995;haslo457512;
7513;Pawe³;PIETRZAK;01.06.1990;haslo477513;
7514;S³awomir;CZARNECKA;01.12.1997;haslo497514;
7515;Martyna;MICHALSKA;01.07.1992;haslo467515;
7516;Gracjan;ADAMCZYK;01.01.1995;haslo347516;
7517;Wojciech;PACZOS;01.05.1978;haslo17517;
7518;Aneta;MICHALAK;01.12.1992;haslo167518;
7519;Aleksander;SZCZEPAÑSKA;01.12.1992;haslo327519;
7520;Jozue;JAWORSKA;01.09.1976;haslo467520;
7521;Andrzej;MACIEJEWSKA;01.09.1971;haslo547521;
7522;Jozue;WOJCIECHOWSKA;01.08.1979;haslo77522;
7523;S³awomir;KORYTKOWSKI;01.03.1984;haslo397523;
7524;Julia;KORYTKOWSKI;01.12.1982;haslo327524;
7525;Jagna;PAWLUK;01.11.1990;haslo57525;
7526;Anna;KOWALCZYK;01.11.1985;haslo577526;
7527;Jadwiga;PAPIERZEWSKI;01.06.1970;haslo147527;
7528;Anna;DUDEK;01.07.1977;haslo707528;
7529;Józef;KAMIÑSKA;01.12.1982;haslo37529;
7530;Petronella;WIECZOREK;01.10.1998;haslo157530;
7531;Franciszek;KUCHARSKA;01.12.1992;haslo257531;
7532;Jozue;JANKOWSKA;01.09.1996;haslo357532;
7533;Szymon;KOWALCZYK;01.12.1972;haslo547533;
7534;Dorota;ADAMCZYK;01.02.1972;haslo587534;
7535;Julian;SZEWCZYK;01.01.1975;haslo67535;
7536;Wincenty;KAMIÑSKA;01.03.1974;haslo547536;
7537;Wojciech;OLSZEWSKA;01.05.1993;haslo77537;
7538;Wincenty;DUDEK;01.07.1982;haslo697538;
7539;Teresa;RUTKOWSKA;01.03.1989;haslo337539;
7540;Irena;KAMIÑSKA;01.07.1977;haslo237540;
7541;Zofia;ZALEWSKA;01.05.1973;haslo517541;
7542;Zbigniew;NOWAKOWSKA;01.09.1976;haslo627542;
7543;Jadwiga;KACZMAREK;01.06.1990;haslo137543;
7544;Nikola;WYSOCKA;01.04.1976;haslo687544;
7545;Helena;WIECZOREK;01.01.1995;haslo367545;
7546;Izabela;BARAN;01.03.1989;haslo377546;
7547;Antoni;MARCINIAK;01.09.1981;haslo537547;
7548;Arkadiusz;WALCZAK;01.12.1987;haslo607548;
7549;Wiliam;WRÓBLEWSKA;01.06.1985;haslo517549;
7550;Teresa;PAWLAK;01.01.1995;haslo397550;
7551;Zbigniew;WALCZAK;01.01.1980;haslo97551;
7552;Sylwia;KUCHARSKA;01.11.1990;haslo447552;
7553;Kamila;OSTROWSKA;01.10.1983;haslo297553;
7554;Wojciech;ZAWADZKA;01.07.1982;haslo447554;
7555;Józef;PACZOS;01.07.1987;haslo537555;
7556;Katarzyna;MALINOWSKA;01.08.1979;haslo487556;
7557;Arkadiusz;LIS;01.05.1983;haslo627557;
7558;Adrianna;KACZMAREK;01.10.1993;haslo657558;
7559;Stanis³aw;MAKOWSKA;01.09.1981;haslo587559;
7560;Krystyna;NOWAK;01.04.1996;haslo577560;
7561;Jozue;MAKOWSKA;01.07.1977;haslo137561;
7562;Zofia;MAJEWSKA;01.09.1986;haslo257562;
7563;Bo¿ena;MAJEWSKA;01.06.1975;haslo147563;
7564;Dominika;NOWAKOWSKA;01.10.1978;haslo707564;
7565;Julian;WOJCIECHOWSKA;01.04.1976;haslo367565;
7566;Zofia;OLSZEWSKA;01.12.1987;haslo607566;
7567;Julia;SADOWSKA;01.07.1992;haslo27567;
7568;Szymon;RUTKOWSKA;01.12.1987;haslo47568;
7569;Sylwia;KOWALSKA;01.06.1970;haslo437569;
7570;Katarzyna;JAKUBOWSKA;01.09.1971;haslo317570;
7571;Adrianna;KRAWCZYK;01.04.1991;haslo367571;
7572;Maria;WOJCIECHOWSKA;01.11.1975;haslo277572;
7573;Gracjan;NOWAK;01.06.1975;haslo617573;
7574;Pamela;WALCZAK;01.01.1985;haslo247574;
7575;Julia;PACZOS;01.07.1987;haslo217575;
7576;Julia;OLSZEWSKA;01.03.1974;haslo627576;
7577;Maria;MAZUR;01.02.1972;haslo57577;
7578;Odetta;MALINOWSKA;01.01.1985;haslo417578;
7579;Szymon;JAWORSKA;01.11.1970;haslo547579;
7580;Jadwiga;KOWALCZYK;01.09.1976;haslo327580;
7581;Andrzej;KUCHARSKA;01.04.1981;haslo577581;
7582;Marika;KORYTKOWSKI;01.07.1992;haslo657582;
7583;Aleksander;RUTKOWSKA;01.07.1992;haslo167583;
7584;Lilianna;SADOWSKA;01.12.1992;haslo487584;
7585;Arkadiusz;PAWLUK;01.11.1995;haslo497585;
7586;Sylwia;SZCZEPAÑSKA;01.02.1987;haslo487586;
7587;Helena;PAWLAK;01.09.1981;haslo117587;
7588;Antoni;SADOWSKA;01.01.1975;haslo367588;
7589;Lilianna;SOKO£OWSKA;01.11.1970;haslo397589;
7590;Stanis³aw;PAWLUK;01.08.1984;haslo467590;
7591;Martyna;NOWAK;01.04.1971;haslo607591;
7592;Leon;MICHALSKA;01.03.1989;haslo457592;
7593;Adrianna;KRAWCZYK;01.06.1970;haslo697593;
7594;Dominika;PACZOS;01.12.1982;haslo417594;
7595;Anna;OLSZEWSKA;01.04.1971;haslo637595;
7596;Marika;DUDEK;01.08.1994;haslo127596;
7597;Arleta;NOWICKA;01.07.1987;haslo177597;
7598;Lilianna;W£ODARCZYK;01.03.1979;haslo577598;
7599;Lilianna;NOWAK;01.03.1989;haslo457599;
7600;Marzena;ADAMCZYK;01.03.1984;haslo557600;
7601;Dominika;BARAN;01.03.1984;haslo587601;
7602;Joanna;DUDEK;01.05.1993;haslo447602;
7603;Mirella;B¥K;01.08.1984;haslo587603;
7604;Szymon;MALINOWSKA;01.04.1976;haslo47604;
7605;Zuzanna;KOWALCZYK;01.11.1970;haslo367605;
7606;Jan;SADOWSKA;01.06.1995;haslo267606;
7607;Antoni;ADAMCZYK;01.06.1970;haslo127607;
7608;Dorota;KOWALSKA;01.11.1995;haslo197608;
7609;Jan;KOWALSKA;01.02.1997;haslo427609;
7610;Gracjan;SZEWCZYK;01.11.1980;haslo257610;
7611;Arleta;PAW£OWSKA;01.09.1986;haslo307611;
7612;Stanis³aw;DUDEK;01.01.1975;haslo457612;
7613;Wincenty;SZCZEPAÑSKA;01.09.1971;haslo77613;
7614;Jagoda;BA£KA;01.10.1993;haslo637614;
7615;Pamela;W£ODARCZYK;01.07.1977;haslo527615;
7616;Piotr;SZEWCZYK;01.12.1982;haslo397616;
7617;Irena;KUBIAK;01.07.1977;haslo237617;
7618;Anna;KOWALSKA;01.05.1983;haslo317618;
7619;Bernadetta;JAWORSKA;01.08.1989;haslo457619;
7620;Szymon;MICHALAK;01.10.1998;haslo647620;
7621;S³awomir;NOWAK;01.12.1992;haslo487621;
7622;Antonina;LIS;01.11.1975;haslo577622;
7623;Zbigniew;KUCHARSKA;01.02.1982;haslo657623;
7624;Marika;OLSZEWSKA;01.10.1998;haslo647624;
7625;Maksymilian;DUDEK;01.11.1995;haslo517625;
7626;Lilianna;NOWAKOWSKA;01.04.1981;haslo157626;
7627;Izabela;LEWANDOWSKA;01.08.1974;haslo467627;
7628;Hanna;WALCZAK;01.09.1971;haslo587628;
7629;Anna;PIOTROWSKA;01.10.1998;haslo357629;
7630;Wincenty;ADAMCZYK;01.10.1978;haslo617630;
7631;Piotr;KOWALCZYK;01.12.1972;haslo507631;
7632;Marika;PACZOS;01.07.1992;haslo537632;
7633;Maria;KAMIÑSKA;01.04.1981;haslo447633;
7634;Albin;B¥K;01.01.1970;haslo227634;
7635;Pawe³;WÓJCIK;01.01.1975;haslo637635;
7636;Marcjanna;WIECZOREK;01.05.1998;haslo357636;
7637;Wincenty;WITKOWSKA;01.10.1988;haslo617637;
7638;Zuzanna;MAKOWSKA;01.10.1993;haslo127638;
7639;Irena;CHMIELEWSKA;01.11.1990;haslo517639;
7640;Lilianna;KOWALSKA;01.12.1977;haslo237640;
7641;Natan;PAW£OWSKA;01.02.1982;haslo387641;
7642;Leon;WRÓBLEWSKA;01.01.1980;haslo187642;
7643;Jagna;SZEWCZYK;01.09.1976;haslo177643;
7644;Joanna;WIECZOREK;01.11.1985;haslo397644;
7645;Joanna;PIOTROWSKA;01.04.1981;haslo377645;
7646;¯aneta;ZAWADZKA;01.05.1988;haslo597646;
7647;Wioleta;MICHALSKA;01.05.1988;haslo87647;
7648;Katarzyna;OLSZEWSKA;01.01.1985;haslo427648;
7649;Petronella;PAWLAK;01.01.1980;haslo707649;
7650;Jagna;SOKO£OWSKA;01.09.1981;haslo507650;
7651;Lucyna;WÓJCIK;01.07.1972;haslo267651;
7652;Hanna;SOKO£OWSKA;01.01.1985;haslo297652;
7653;Mirella;PAW£OWSKA;01.10.1988;haslo237653;
7654;Bogumi³a;JASIÑSKA;01.04.1986;haslo697654;
7655;Pamela;JAWORSKA;01.08.1984;haslo597655;
7656;Pamela;WRÓBLEWSKA;01.10.1988;haslo677656;
7657;Gracjan;PIOTROWSKA;01.11.1985;haslo117657;
7658;Lucyna;MICHALAK;01.07.1972;haslo317658;
7659;Jacek;MACIEJEWSKA;01.12.1972;haslo97659;
7660;Marcin;MAZUR;01.12.1997;haslo347660;
7661;Dorota;PAWLUK;01.10.1988;haslo707661;
7662;Dominika;BA£KA;01.04.1991;haslo547662;
7663;Marika;WRÓBLEWSKA;01.03.1994;haslo677663;
7664;Marzena;DUDA;01.09.1981;haslo117664;
7665;Wioleta;KALINOWSKA;01.02.1992;haslo437665;
7666;Teresa;CHMIELEWSKA;01.06.1975;haslo297666;
7667;Lucyna;KOWALSKA;01.06.1980;haslo177667;
7668;Jadwiga;PIETRZAK;01.10.1993;haslo197668;
7669;Martyna;WOJCIECHOWSKA;01.04.1981;haslo67669;
7670;Krzysztof;WRÓBLEWSKA;01.06.1990;haslo277670;
7671;Antonina;KUCHARSKA;01.04.1996;haslo357671;
7672;Józef;MALINOWSKA;01.12.1982;haslo367672;
7673;Jadwiga;BA£KA;01.11.1990;haslo267673;
7674;Joanna;JANKOWSKA;01.04.1976;haslo477674;
7675;Wojciech;WILK;01.09.1981;haslo247675;
7676;Jan;PAWLAK;01.09.1981;haslo547676;
7677;Anna;RUTKOWSKA;01.01.1975;haslo157677;
7678;Marcin;PACZOS;01.09.1986;haslo297678;
7679;Marika;BA£KA;01.06.1995;haslo57679;
7680;Petronella;OSTROWSKA;01.02.1987;haslo297680;
7681;Jacek;NOWAK;01.10.1978;haslo557681;
7682;Adrianna;SAWICKA;01.01.1990;haslo17682;
7683;Nikola;NOWAKOWSKA;01.07.1987;haslo537683;
7684;Wincenty;KACZMAREK;01.08.1984;haslo437684;
7685;Wincenty;NOWAK;01.05.1998;haslo147685;
7686;Andrzej;SOKO£OWSKA;01.01.1970;haslo417686;
7687;Bogumi³a;SAWICKA;01.09.1991;haslo327687;
7688;Albin;SZEWCZYK;01.06.1980;haslo17688;
7689;¯aneta;SIKORA;01.04.1991;haslo657689;
7690;Pawe³;SZCZEPAÑSKA;01.08.1994;haslo567690;
7691;Odetta;PAWLAK;01.07.1997;haslo487691;
7692;Zuzanna;JAKUBOWSKA;01.08.1994;haslo577692;
7693;Gracjan;PAPIERZEWSKI;01.08.1994;haslo357693;
7694;Arleta;WILK;01.02.1982;haslo537694;
7695;Marika;KALINOWSKA;01.11.1990;haslo47695;
7696;Stanis³aw;WIECZOREK;01.09.1986;haslo67696;
7697;Antonina;TOMASZEWSKA;01.01.1980;haslo297697;
7698;Krzysztof;SZEKPSIR;01.02.1992;haslo57698;
7699;Magdalena;PIOTROWSKA;01.04.1991;haslo457699;
7700;Jan;OSTROWSKA;01.05.1988;haslo557700;
7701;Leon;JAWORSKA;01.01.1995;haslo327701;
7702;Albin;PAW£OWSKA;01.04.1986;haslo327702;
7703;Piotr;LEWANDOWSKA;01.03.1979;haslo167703;
7704;Kamila;BARAN;01.01.1980;haslo187704;
7705;Albin;SZEWCZYK;01.05.1983;haslo667705;
7706;Wincenty;PAWLAK;01.01.1980;haslo417706;
7707;Pawe³;KWIATKOWSKA;01.07.1977;haslo607707;
7708;Jan;SAWICKA;01.08.1994;haslo357708;
7709;Magdalena;RUTKOWSKA;01.12.1972;haslo377709;
7710;Bogumi³a;NOWICKA;01.04.1976;haslo127710;
7711;Joanna;WILK;01.09.1981;haslo467711;
7712;Marcjanna;WYSOCKA;01.08.1974;haslo437712;
7713;Odetta;WALCZAK;01.03.1979;haslo167713;
7714;Teresa;MARCINIAK;01.10.1973;haslo297714;
7715;Jagoda;M¥CZKA;01.09.1986;haslo137715;
7716;Kamila;DUDA;01.05.1993;haslo27716;
7717;Piotr;WALCZAK;01.09.1971;haslo187717;
7718;Stanis³aw;KWIATKOWSKA;01.06.1985;haslo457718;
7719;Marika;OLSZEWSKA;01.03.1984;haslo567719;
7720;Marcin;MICHALSKA;01.02.1987;haslo187720;
7721;Anna;KOWALSKA;01.01.1990;haslo357721;
7722;Wiliam;BORKOWSKA;01.04.1976;haslo647722;
7723;Julia;SAWICKA;01.06.1970;haslo607723;
7724;Bernadetta;SZEKPSIR;01.01.1985;haslo367724;
7725;Martyna;BA£KA;01.04.1996;haslo127725;
7726;Lucyna;KAMIÑSKA;01.04.1971;haslo657726;
7727;Jadwiga;W£ODARCZYK;01.04.1996;haslo647727;
7728;Teresa;KOWALSKA;01.12.1977;haslo657728;
7729;¯aneta;CZARNECKA;01.01.1990;haslo207729;
7730;Dorota;MICHALSKA;01.04.1996;haslo497730;
7731;Piotr;SAWICKA;01.08.1974;haslo457731;
7732;S³awomir;TOMASZEWSKA;01.12.1997;haslo347732;
7733;Maria;KUBIAK;01.11.1995;haslo647733;
7734;Nikola;OLSZEWSKA;01.04.1991;haslo67734;
7735;Teresa;GRABOWSKA;01.07.1997;haslo127735;
7736;Marzena;WÓJCIK;01.09.1976;haslo217736;
7737;Irena;ZAWADZKA;01.06.1990;haslo657737;
7738;Zuzanna;M¥CZKA;01.05.1973;haslo57738;
7739;Helena;BORKOWSKA;01.11.1985;haslo377739;
7740;Sylwia;B¥K;01.07.1997;haslo337740;
7741;Helena;KWIATKOWSKA;01.04.1981;haslo37741;
7742;Albin;NOWAK;01.02.1982;haslo137742;
7743;Julian;TOMASZEWSKA;01.02.1972;haslo47743;
7744;Nikola;KOWALSKA;01.11.1995;haslo107744;
7745;Irena;MAKOWSKA;01.02.1992;haslo87745;
7746;Martyna;WALCZAK;01.11.1980;haslo467746;
7747;Marcin;WITKOWSKA;01.01.1975;haslo337747;
7748;Andrzej;NOWAK;01.04.1991;haslo427748;
7749;Antonina;M¥CZKA;01.02.1997;haslo397749;
7750;Marcin;NOWAKOWSKA;01.09.1981;haslo57750;
7751;Zbigniew;KOWALSKA;01.06.1970;haslo417751;
7752;Dominika;KWIATKOWSKA;01.06.1970;haslo447752;
7753;Bo¿ena;JASIÑSKA;01.04.1981;haslo107753;
7754;Martyna;DUDEK;01.08.1979;haslo427754;
7755;Wioleta;MAZUR;01.04.1991;haslo557755;
7756;Anna;WRÓBLEWSKA;01.06.1980;haslo87756;
7757;Helena;NOWAK;01.09.1976;haslo547757;
7758;Petronella;KACZMAREK;01.09.1986;haslo507758;
7759;Lilianna;DUDEK;01.03.1984;haslo117759;
7760;Andrzej;KOWALCZYK;01.11.1985;haslo187760;
7761;Jan;KALINOWSKA;01.05.1978;haslo77761;
7762;Albin;SADOWSKA;01.09.1976;haslo147762;
7763;Izabela;WYSOCKA;01.07.1982;haslo167763;
7764;Irena;CZARNECKA;01.01.1995;haslo17764;
7765;Agnieszka;MICHALSKA;01.03.1989;haslo57765;
7766;Pamela;SIKORA;01.09.1971;haslo147766;
7767;Natan;KAMIÑSKA;01.05.1973;haslo257767;
7768;Dominika;DUDEK;01.03.1979;haslo57768;
7769;Julia;BARAN;01.07.1977;haslo467769;
7770;Petronella;PAWLUK;01.04.1991;haslo657770;
7771;Bernadetta;BA£KA;01.11.1975;haslo577771;
7772;Irena;MAKOWSKA;01.08.1994;haslo267772;
7773;Marcin;LIS;01.06.1975;haslo457773;
7774;Albin;RUTKOWSKA;01.10.1983;haslo217774;
7775;Izabela;LEWANDOWSKA;01.07.1977;haslo227775;
7776;Wincenty;JANKOWSKA;01.09.1976;haslo677776;
7777;Stanis³aw;PAWLUK;01.04.1971;haslo337777;
7778;Zofia;MACIEJEWSKA;01.01.1980;haslo157778;
7779;Izabela;WRÓBLEWSKA;01.03.1989;haslo357779;
7780;Aneta;WITKOWSKA;01.07.1987;haslo417780;
7781;Teresa;SAWICKA;01.07.1972;haslo17781;
7782;Natan;MALINOWSKA;01.06.1975;haslo597782;
7783;Maria;MICHALAK;01.11.1975;haslo57783;
7784;Franciszek;CZARNECKA;01.03.1989;haslo87784;
7785;Helena;WÓJCIK;01.11.1975;haslo357785;
7786;Wojciech;KALINOWSKA;01.01.1970;haslo307786;
7787;Jagoda;SOKO£OWSKA;01.09.1981;haslo547787;
7788;Zbigniew;KUCHARSKA;01.07.1972;haslo147788;
7789;Wioleta;TOMASZEWSKA;01.04.1976;haslo577789;
7790;Szymon;PIETRZAK;01.10.1983;haslo27790;
7791;Piotr;KALINOWSKA;01.12.1972;haslo217791;
7792;Maciej;OLSZEWSKA;01.07.1977;haslo637792;
7793;Lucyna;ZALEWSKA;01.01.1970;haslo367793;
7794;Aneta;WITKOWSKA;01.08.1984;haslo407794;
7795;Anna;SAWICKA;01.12.1997;haslo697795;
7796;Agnieszka;ZAWADZKA;01.09.1976;haslo347796;
7797;S³awomir;SOKO£OWSKA;01.06.1970;haslo57797;
7798;Pamela;PAW£OWSKA;01.04.1981;haslo97798;
7799;Lilianna;MAJEWSKA;01.06.1975;haslo277799;
7800;Kamila;KWIATKOWSKA;01.10.1973;haslo387800;
7801;Helena;WITKOWSKA;01.02.1997;haslo487801;
7802;Józef;PIETRZAK;01.08.1974;haslo437802;
7803;Natan;PAPIERZEWSKI;01.04.1991;haslo587803;
7804;Jan;PACZOS;01.02.1972;haslo447804;
7805;Kamila;DUDEK;01.05.1998;haslo147805;
7806;Teresa;PAW£OWSKA;01.01.1990;haslo77806;
7807;Nikola;KORYTKOWSKI;01.12.1972;haslo317807;
7808;Antoni;WALCZAK;01.05.1973;haslo437808;
7809;Zofia;NOWAKOWSKA;01.01.1995;haslo387809;
7810;Julian;JAWORSKA;01.10.1973;haslo487810;
7811;Wojciech;MAZUR;01.04.1996;haslo87811;
7812;Albin;JASIÑSKA;01.08.1994;haslo517812;
7813;Jagna;TOMASZEWSKA;01.07.1977;haslo497813;
7814;Krystyna;PAWLUK;01.10.1998;haslo47814;
7815;Julia;PIETRZAK;01.01.1970;haslo167815;
7816;Leon;GRABOWSKA;01.03.1989;haslo317816;
7817;Katarzyna;MAZUR;01.05.1978;haslo187817;
7818;Zbigniew;SIKORA;01.12.1992;haslo57818;
7819;Jadwiga;WRÓBLEWSKA;01.02.1982;haslo57819;
7820;Pawe³;CHMIELEWSKA;01.03.1989;haslo337820;
7821;Marzena;MICHALAK;01.08.1974;haslo527821;
7822;Anna;SIKORA;01.07.1972;haslo377822;
7823;Leon;SAWICKA;01.11.1975;haslo87823;
7824;Hanna;KAMIÑSKA;01.12.1972;haslo67824;
7825;Sylwia;NOWAK;01.06.1985;haslo87825;
7826;Petronella;TOMASZEWSKA;01.06.1985;haslo667826;
7827;Lilianna;PAPIERZEWSKI;01.01.1980;haslo267827;
7828;Dorota;PAW£OWSKA;01.11.1995;haslo197828;
7829;Gracjan;SAWICKA;01.10.1983;haslo37829;
7830;Arleta;JAKUBOWSKA;01.06.1980;haslo697830;
7831;Jagna;MARCINIAK;01.03.1994;haslo157831;
7832;Zuzanna;OSTROWSKA;01.12.1977;haslo377832;
7833;Helena;WALCZAK;01.04.1976;haslo357833;
7834;Albin;WITKOWSKA;01.04.1981;haslo387834;
7835;Julia;GRABOWSKA;01.07.1992;haslo317835;
7836;Wojciech;KOWALSKA;01.09.1971;haslo707836;
7837;Maria;NOWICKA;01.02.1992;haslo537837;
7838;Jozue;DUDEK;01.12.1972;haslo107838;
7839;Marcjanna;WIECZOREK;01.02.1992;haslo517839;
7840;Bogumi³a;B¥K;01.12.1992;haslo67840;
7841;Marcjanna;WOJCIECHOWSKA;01.04.1986;haslo137841;
7842;Sylwia;NOWICKA;01.02.1992;haslo287842;
7843;Wiliam;WIECZOREK;01.05.1973;haslo127843;
7844;S³awomir;MACIEJEWSKA;01.05.1978;haslo397844;
7845;Jozue;OSTROWSKA;01.10.1998;haslo687845;
7846;Józef;KUCHARSKA;01.04.1996;haslo527846;
7847;Wincenty;CZARNECKA;01.09.1976;haslo117847;
7848;Kamila;KACZMAREK;01.08.1984;haslo457848;
7849;Piotr;JAKUBOWSKA;01.07.1992;haslo547849;
7850;Bo¿ena;TOMASZEWSKA;01.01.1975;haslo307850;
7851;Zbigniew;SAWICKA;01.05.1973;haslo337851;
7852;Albin;TOMASZEWSKA;01.01.1970;haslo57852;
7853;Agnieszka;PIOTROWSKA;01.01.1985;haslo607853;
7854;Marcin;WOJCIECHOWSKA;01.08.1979;haslo667854;
7855;Sylwia;OLSZEWSKA;01.09.1991;haslo677855;
7856;Joanna;TOMASZEWSKA;01.05.1988;haslo467856;
7857;Martyna;JASIÑSKA;01.08.1974;haslo677857;
7858;Odetta;KRAWCZYK;01.06.1995;haslo667858;
7859;Albin;BARAN;01.01.1985;haslo437859;
